item_num,term,estimate,std.error,statistic,p.value,conf.low,conf.high
12,(Intercept),0.7379462536768,4.953455898109675,0.14897604195051242,0.8833255234510964,-9.712932164265313,11.188824671618912
12,r1_confidence,10.074127877601246,3.976667298653958,2.5333092061815647,0.021432841354145138,1.6840932630407917,18.464162492161698
12,manipulation_magnitude_signed,10.190598759069937,14.06342717131055,0.7246170250633359,0.4785424198139291,-19.480638964685397,39.86183648282527
12,r1_confidence:manipulation_magnitude_signed,-16.189643478839034,19.75030750823005,-0.819716020729942,0.42372227917741767,-57.85914992670111,25.479862969023042
01,(Intercept),-18.161031652188875,14.024221603245877,-1.2949760896523157,0.2859828061276423,-62.792363877918675,26.470300573540925
01,r1_confidence,13.03000316762783,14.896633531252085,0.8746944831724432,0.4461226567432728,-34.37773317507076,60.43773951032642
01,manipulation_magnitude_signed,30.0438626636554,23.14513010586126,1.2980641079242459,0.28505040806565474,-43.61427112705347,103.70199645436428
01,r1_confidence:manipulation_magnitude_signed,-38.96547393276387,39.299898143695685,-0.9914904560386129,0.394535879287292,-164.03528957819424,86.10434171266651
07,(Intercept),-4.910871175141852,21.116534066529304,-0.2325604741606632,0.8219419958296139,-53.60568605373808,43.78394370345438
07,r1_confidence,2.761589201411669,14.484856854757691,0.19065353762916878,0.8535463832420522,-30.640550603499985,36.16372900632332
07,manipulation_magnitude_signed,28.567178583641205,31.34993720795326,0.9112355917699864,0.38880322936611245,-43.72590625628996,100.86026342357238
07,r1_confidence:manipulation_magnitude_signed,-29.41552472093553,30.799257924251116,-0.9550725148404942,0.3675059798104958,-100.4387408554783,41.607691413607235
06,(Intercept),6.7610682548294685,2.894521098914173,2.335815847867117,0.039462392979170646,0.39027027054723096,13.131866239111705
06,r1_confidence,-13.365818993351743,4.2571388054077115,-3.1396248993275853,0.00941469752499052,-22.735718328504362,-3.9959196581991225
06,manipulation_magnitude_signed,4.204096995268997,3.161230687672287,1.329892504100865,0.2104709658489147,-2.753724835923993,11.161918826461987
06,r1_confidence:manipulation_magnitude_signed,-0.8497888099274904,4.318302572647309,-0.19678769507958135,0.847582415465284,-10.354308689109764,8.654731069254783
08,(Intercept),10.498331084936241,5.561000016073017,1.887849497319332,0.1554843114083939,-7.19925286989797,28.195915039770455
08,r1_confidence,28.984438574339645,9.411454170726167,3.0796982111961206,0.05414872997035276,-0.9670089786347837,58.93588612731408
08,manipulation_magnitude_signed,1.7681375679599924,6.669877450014763,0.26509296178388986,0.8081092361421596,-19.458389279534607,22.994664415454594
08,r1_confidence:manipulation_magnitude_signed,20.368178914175168,14.84829683215093,1.3717518678689173,0.26372617100145823,-26.885728479059345,67.62208630740969
04,(Intercept),-2.7283819261882747,11.432222116468298,-0.2386571830386323,0.8208444727841716,-32.115844439741416,26.659080587364866
04,r1_confidence,-7.350251127825112,14.64652238526361,-0.5018427538280665,0.6370909621672931,-45.000335526624404,30.299833270974183
04,manipulation_magnitude_signed,2.191176425580202,11.883024090596917,0.18439552161760647,0.8609487639406187,-28.355109454136958,32.73746230529736
04,r1_confidence:manipulation_magnitude_signed,24.15220923748924,19.743293235800195,1.2233120862376916,0.2757152581264213,-26.59954173010004,74.90396020507852
05,(Intercept),71.48307001020521,4.2184691942757935,16.94526301322845,0.03752566614016122,17.882336754491078,125.08380326591934
05,r1_confidence,-112.79791644713823,6.69952102630391,-16.836713550754872,0.03776703574493355,-197.92340224166293,-27.672430652613542
05,manipulation_magnitude_signed,63.542257325436466,4.05431649068424,15.67274224186493,0.040564564637481086,12.027281929553212,115.05723272131972
05,r1_confidence:manipulation_magnitude_signed,-99.48845840381367,5.81697892276471,-17.103114816948402,0.03718011671946831,-173.400183542475,-25.576733265152342
11,(Intercept),-5.128880146762156,7.1811288033395355,-0.7142164257486936,0.49821107571855183,-22.109551468950286,11.851791175425973
11,r1_confidence,-1.3171272211149778,9.566324706601737,-0.1376837250993609,0.8943671347856741,-23.93789062095666,21.30363617872671
11,manipulation_magnitude_signed,9.866345755984877,14.55594815379102,0.6778222656292741,0.5196527147684479,-24.553002253396574,44.28569376536633
11,r1_confidence:manipulation_magnitude_signed,-6.261539193048212,23.28874198615902,-0.26886549719042674,0.795785189722641,-61.33066328260693,48.8075848965105
10,(Intercept),7.498541037079952,17.916585508434398,0.41852511649331536,0.6901307890831856,-36.34176437556037,51.33884644972028
10,r1_confidence,-18.43971624340458,19.596507302986396,-0.9409695288197847,0.3830435784379281,-66.39064220413091,29.51120971732175
10,manipulation_magnitude_signed,-3.5640019677134336,21.798752110826914,-0.16349568771614592,0.8754962839332587,-56.9036268478672,49.77562291244034
10,r1_confidence:manipulation_magnitude_signed,17.691922199472845,25.484803394913946,0.6942145844846368,0.5135153204122342,-44.667145251641614,80.05098965058731
03,(Intercept),-12.604864394895314,10.851720847303826,-1.161554427381632,0.36530005604508986,-59.296050721026255,34.086321931235624
03,r1_confidence,15.509679385927399,10.978360203666485,1.4127500918349876,0.2932593705530223,-31.726392112551054,62.74575088440585
03,manipulation_magnitude_signed,1.9132181708083824,8.72846768728124,0.21919290296465715,0.8468360052162626,-35.642347150402216,39.468783492018986
03,r1_confidence:manipulation_magnitude_signed,NA,NA,NA,NA,NA,NA
02,(Intercept),-18.730272715728887,37.01676288852365,-0.5059943456464654,0.6394732925657631,-121.5052828478377,84.04473741637993
02,r1_confidence,30.107167558499448,54.845849583458474,0.5489415842248121,0.6122483590061862,-122.16932305790829,182.38365817490717
02,manipulation_magnitude_signed,-6.915353485005802,27.423595957346656,-0.2521680050917324,0.8133383495650603,-83.05546224770293,69.22475527769132
02,r1_confidence:manipulation_magnitude_signed,22.203532312756398,46.41211203222423,0.47839952418757287,0.657339667089783,-106.65714896100418,151.06421358651698
09,(Intercept),-0.4560833788357584,10.38202196554882,-0.04393011114301266,0.9663856265823036,-25.859975965184546,24.947809207513032
09,r1_confidence,-5.479869937450898,8.043331979919085,-0.6812935175536575,0.5210990237042772,-25.161194281808235,14.201454406906437
09,manipulation_magnitude_signed,3.0352499023848836,8.564078981563446,0.35441638370210043,0.7351503692726244,-17.920296451744246,23.990796256514013
09,r1_confidence:manipulation_magnitude_signed,3.1883107109390916,7.7052178903398385,0.4137859248518242,0.6934145862511744,-15.66567826058769,22.042299682465874
